"ATG","BrOr1","BrOr2"
"AT5G04740","BraA03g02620R","BraA02g02460R"
"AT5G04820","BraA02g02500R","BraA10g29860R"
"AT5G04885","BraA03g02690R","BraA10g29760R"
"AT5G04890","BraA02g02510R","BraA10g29750R"
"AT5G04970","BraA03g02760R","BraA10g29660R"
"AT5G04980","BraA03g02770R","BraA02g02530R"
"AT5G05030","BraA03g02860R","BraA02g04230R"
"AT5G05080","BraA03g02800R","BraA10g29590R"
"AT5G05090","BraA03g02810R","BraA10g29580R"
"AT5G05210","BraA03g02930R","BraA02g02610R"
"AT5G05260","BraA02g02630R","BraA10g29470R"
"AT5G05290","BraA02g02640R","BraA10g29430R"
"AT5G05390","BraA02g02670R","BraA10g29330R"
"AT5G05440","BraA02g02690R","BraA10g29310R"
"AT5G05500","BraA02g02720R","BraA10g29280R"
"AT5G05560","BraA03g03000R","BraA02g02730R"
"AT5G05600","BraA03g03030R","BraA02g02770R"
"AT5G05670","BraA03g03050R","BraA10g29180R"
"AT5G05690","BraA03g03060R","BraA02g02780R"
"AT5G05730","BraA03g03070R","BraA10g29120R"
"AT5G05760","BraA03g03090R","BraA10g29100R"
"AT5G05820","BraA03g03110R","BraA10g29040R"
"AT5G05920","BraA02g02840R","BraA10g28950R"
"AT5G06070","BraA03g03180R","BraA10g28850R"
"AT5G06150","BraA03g03220R","BraA02g02910R"
"AT5G06160","BraA03g03240R","BraA02g02920R"
"AT5G06170","BraA03g03260R","BraA10g28760R"
"AT5G06220","BraA03g03270R","BraA10g28740R"
"AT5G06250","BraA03g03280R","BraA10g28720R"
"AT5G06270","BraA02g02970R","BraA10g28640R"
"AT5G06300","BraA02g02980R","BraA10g28600R"
"AT5G06380","BraA02g03000R","BraA10g28530R"
"AT5G06390","BraA03g03360R","BraA10g28520R"
"AT5G06410","BraA03g03370R","BraA10g28500R"
"AT5G06440","BraA03g03380R","BraA10g28480R"
"AT5G06470","BraA03g03400R","BraA10g28470R"
"AT5G06480","BraA02g03010R","BraA10g28450R"
"AT5G06530","BraA02g03040R","BraA10g28400R"
"AT5G06570","BraA03g03410R","BraA10g28370R"
"AT5G06710","BraA03g03490R","BraA10g28280R"
"AT5G06750","BraA02g03130R","BraA10g28230R"
"AT5G06839","BraA03g03560R","BraA10g28150R"
"AT5G06850","BraA03g03570R","BraA10g28140R"
"AT5G06980","BraA03g03670R","BraA10g27540R"
"AT5G06990","BraA02g03220R","BraA10g27550R"
"AT5G07030","BraA03g03690R","BraA10g27580R"
"AT5G07190","BraA03g03740R","BraA10g27710R"
"AT5G07300","BraA03g03790R","BraA10g27820R"
"AT5G07320","BraA02g03330R","BraA10g27840R"
"AT5G07350","BraA03g03810R","BraA02g03340R"
"AT5G07430","BraA03g03820R","BraA02g03360R"
"AT5G07460","BraA02g04340R","BraA10g27910R"
"AT5G07470","BraA03g03850R","BraA10g27920R"
"AT5G07480","BraA02g03380R","BraA10g27930R"
"AT5G07630","BraA02g03470R","BraA10g28010R"
"AT5G07680","BraA02g03500R","BraA10g28020R"
"AT5G07800","BraA02g03520R","BraA10g27460R"
"AT5G07820","BraA03g04100R","BraA10g27440R"
"AT5G07920","BraA03g04140R","BraA02g03560R"
"AT5G08060","BraA02g03640R","BraA10g27350R"
"AT5G08080","BraA03g04170R","BraA02g03650R"
"AT5G08130","BraA03g04180R","BraA10g27320R"
"AT5G08139","BraA03g04200R","BraA10g27310R"
"AT5G08150","BraA02g03660R","BraA10g27300R"
"AT5G08160","BraA03g04210R","BraA02g03670R"
"AT5G08170","BraA03g04220R","BraA10g27290R"
"AT5G08240","BraA03g04250R","BraA10g27250R"
"AT5G08290","BraA03g04290R","BraA10g27210R"
"AT5G08300","BraA03g04300R","BraA02g03720R"
"AT5G08335","BraA03g04330R","BraA10g27170R"
"AT5G08380","BraA03g04370R","BraA02g03780R"
"AT5G08391","BraA03g04380R","BraA02g03790R"
"AT5G08415","BraA03g04420R","BraA02g03800R"
"AT5G08450","BraA03g04440R","BraA10g27130R"
"AT5G08480","BraA03g04460R","BraA10g27100R"
"AT5G08590","BraA03g04580R","BraA10g26970R"
"AT5G08610","BraA02g03870R","BraA10g26960R"
"AT5G08630","BraA03g04600R","BraA10g26950R"
"AT5G08690","BraA03g04610R","BraA02g03920R"
"AT5G09220","BraA03g04630R","BraA10g26840R"
"AT5G09270","BraA02g03990R","BraA10g26810R"
"AT5G09430","BraA02g04020R","BraA10g26720R"
"AT5G09440","BraA02g04030R","BraA10g26710R"
"AT5G09480","BraA03g04690R","BraA10g26690R"
"AT5G09510","BraA03g04700R","BraA02g04070R"
"AT5G09590","BraA03g04720R","BraA02g04090R"
"AT5G09790","BraA02g04190R","BraA10g26550R"
"AT5G09805","BraA03g04790R","BraA10g26540R"
"AT5G09850","BraA03g04820R","BraA10g26500R"
"AT5G09876","BraA03g04840R","BraA10g26490R"
"AT5G09880","BraA02g04250R","BraA10g26480R"
"AT5G09940","BraA03g04870R","BraA10g26440R"
"AT5G09960","BraA02g04290R","BraA10g26430R"
"AT5G10020","BraA03g04900R","BraA10g26360R"
"AT5G10030","BraA02g04330R","BraA10g26350R"
"AT5G10100","BraA03g04940R","BraA10g26290R"
"AT5G10120","BraA03g04960R","BraA02g04380R"
"AT5G10130","BraA02g04390R","BraA10g26280R"
"AT5G10160","BraA03g04980R","BraA02g04420R"
"AT5G10170","BraA02g04430R","BraA10g26260R"
"AT5G10310","BraA02g04480R","BraA10g26130R"
"AT5G10370","BraA03g05030R","BraA10g26090R"
"AT5G10430","BraA03g05080R","BraA02g04530R"
"AT5G10480","BraA03g05110R","BraA10g25950R"
"AT5G10490","BraA03g05160R","BraA10g25940R"
"AT5G10540","BraA03g05190R","BraA02g04590R"
"AT5G10580","BraA02g04600R","BraA10g25850R"
"AT5G10740","BraA02g04690R","BraA10g25720R"
"AT5G10960","BraA03g05340R","BraA10g25640R"
"AT5G10980","BraA03g05350R","BraA02g04770R"
"AT5G10990","BraA02g04780R","BraA10g25620R"
"AT5G11060","BraA03g05360R","BraA02g04820R"
"AT5G11130","BraA02g04860R","BraA10g25510R"
"AT5G11160","BraA02g04870R","BraA10g25490R"
"AT5G11200","BraA02g04890R","BraA10g25460R"
"AT5G11230","BraA03g05420R","BraA10g25440R"
"AT5G11280","BraA03g05450R","BraA10g25370R"
"AT5G11340","BraA02g05000R","BraA10g25320R"
"AT5G11420","BraA02g05020R","BraA10g25260R"
"AT5G11470","BraA03g05470R","BraA10g25200R"
"AT5G11480","BraA03g05480R","BraA10g25190R"
"AT5G11510","BraA03g05500R","BraA10g25180R"
"AT5G11530","BraA03g05520R","BraA02g05050R"
"AT5G11590","BraA02g05100R","BraA10g25100R"
"AT5G11640","BraA02g05130R","BraA10g25070R"
"AT5G11670","BraA03g05560R","BraA02g05140R"
"AT5G11700","BraA03g05600R","BraA10g25020R"
"AT5G11710","BraA02g05150R","BraA10g25010R"
"AT5G11750","BraA03g05640R","BraA10g24990R"
"AT5G11790","BraA03g05660R","BraA02g05200R"
"AT5G11850","BraA03g05680R","BraA02g05240R"
"AT5G11860","BraA03g05700R","BraA10g24930R"
"AT5G11880","BraA03g05710R","BraA10g24910R"
"AT5G11920","BraA03g05750R","BraA10g24870R"
"AT5G11930","BraA03g05760R","BraA10g24860R"
"AT5G11940","BraA03g05770R","BraA02g05260R"
"AT5G11950","BraA02g05280R","BraA10g24850R"
"AT5G11980","BraA03g05790R","BraA02g05310R"
"AT5G12000","BraA02g05320R","BraA10g24820R"
"AT5G12010","BraA02g05330R","BraA10g24810R"
"AT5G12020","BraA02g05350R","BraA10g24790R"
"AT5G12040","BraA03g05810R","BraA10g24780R"
"AT5G12130","BraA02g05410R","BraA10g24730R"
"AT5G12210","BraA03g05890R","BraA10g24690R"
"AT5G12230","BraA03g05910R","BraA10g24680R"
"AT5G12260","BraA03g05940R","BraA10g24620R"
"AT5G12290","BraA03g05950R","BraA02g05450R"
"AT5G12330","BraA02g05460R","BraA10g24590R"
"AT5G12340","BraA02g05470R","BraA10g24580R"
"AT5G12370","BraA03g06000R","BraA10g24550R"
"AT5G12410","BraA03g06020R","BraA10g24510R"
"AT5G12440","BraA03g06050R","BraA10g24490R"
"AT5G12470","BraA03g06070R","BraA10g24440R"
"AT5G12850","BraA02g05530R","BraA10g24410R"
"AT5G12900","BraA02g05570R","BraA10g24360R"
"AT5G12930","BraA03g06110R","BraA02g05580R"
"AT5G13000","BraA02g05620R","BraA10g24270R"
"AT5G13020","BraA03g06160R","BraA02g05640R"
"AT5G13050","BraA02g05650R","BraA10g24240R"
"AT5G13070","BraA02g05660R","BraA10g24230R"
"AT5G13080","BraA03g06190R","BraA10g24220R"
"AT5G13090","BraA03g06200R","BraA10g24210R"
"AT5G13110","BraA03g06210R","BraA10g24200R"
"AT5G13140","BraA02g05680R","BraA10g24180R"
"AT5G13190","BraA02g05720R","BraA10g24130R"
"AT5G13300","BraA03g06330R","BraA10g24030R"
"AT5G13490","BraA03g06410R","BraA10g23920R"
"AT5G13500","BraA03g06420R","BraA02g05940R"
"AT5G13510","BraA02g05950R","BraA10g23910R"
"AT5G13560","BraA02g05960R","BraA10g23860R"
"AT5G13600","BraA02g05990R","BraA10g23820R"
"AT5G13640","BraA02g06020R","BraA10g23790R"
"AT5G13650","BraA02g06030R","BraA10g23780R"
"AT5G13710","BraA03g06490R","BraA02g06070R"
"AT5G13750","BraA03g06510R","BraA10g23720R"
"AT5G13760","BraA02g06110R","BraA10g23710R"
"AT5G13800","BraA03g06520R","BraA02g06140R"
"AT5G13810","BraA03g06530R","BraA10g23670R"
"AT5G13870","BraA03g06560R","BraA10g23630R"
"AT5G14000","BraA03g06630R","BraA10g23570R"
"AT5G14020","BraA03g06670R","BraA10g23550R"
"AT5G14050","BraA02g06250R","BraA10g23520R"
"AT5G14090","BraA03g06730R","BraA10g23490R"
"AT5G14110","BraA03g06750R","BraA02g06270R"
"AT5G14120","BraA03g06760R","BraA10g23460R"
"AT5G14130","BraA02g06280R","BraA10g23470R"
"AT5G14210","BraA03g06800R","BraA10g23430R"
"AT5G14240","BraA03g06830R","BraA02g06300R"
"AT5G14260","BraA02g06310R","BraA10g23400R"
"AT5G14310","BraA03g06840R","BraA10g23390R"
"AT5G14340","BraA03g06870R","BraA10g23360R"
"AT5G14345","BraA02g06340R","BraA10g23350R"
"AT5G14380","BraA03g06920R","BraA10g23330R"
"AT5G14390","BraA02g06370R","BraA10g23320R"
"AT5G14400","BraA02g06380R","BraA10g23310R"
"AT5G14580","BraA03g07010R","BraA10g23220R"
"AT5G14690","BraA02g06560R","BraA10g23150R"
"AT5G14700","BraA02g06580R","BraA10g23140R"
"AT5G14730","BraA02g06610R","BraA10g23120R"
"AT5G14750","BraA02g06630R","BraA10g23110R"
"AT5G14780","BraA02g06640R","BraA10g23080R"
"AT5G14790","BraA03g07070R","BraA10g23070R"
"AT5G14800","BraA03g07080R","BraA10g23060R"
"AT5G14860","BraA03g07100R","BraA10g23050R"
"AT5G14910","BraA03g07110R","BraA02g06690R"
"AT5G14920","BraA03g07120R","BraA10g23010R"
"AT5G14940","BraA02g06710R","BraA10g22980R"
"AT5G15020","BraA03g07150R","BraA02g06780R"
"AT5G15070","BraA03g07160R","BraA10g22970R"
"AT5G15090","BraA02g06810R","BraA10g22940R"
"AT5G15100","BraA02g06820R","BraA10g22930R"
"AT5G15120","BraA03g07180R","BraA10g22890R"
"AT5G15140","BraA03g07200R","BraA10g22870R"
"AT5G15180","BraA02g06890R","BraA10g22840R"
"AT5G15230","BraA03g07270R","BraA02g06940R"
"AT5G15240","BraA02g06950R","BraA10g22790R"
"AT5G15260","BraA03g07280R","BraA10g22720R"
"AT5G15270","BraA03g07300R","BraA10g22700R"
"AT5G15290","BraA03g07310R","BraA10g22690R"
"AT5G15530","BraA03g07410R","BraA10g22540R"
"AT5G15540","BraA02g07050R","BraA10g22530R"
"AT5G15650","BraA02g07130R","BraA10g22420R"
"AT5G15660","BraA02g07140R","BraA10g22410R"
"AT5G15700","BraA02g07160R","BraA10g22400R"
"AT5G15740","BraA03g07530R","BraA10g22380R"
"AT5G15750","BraA03g07540R","BraA02g07180R"
"AT5G15810","BraA03g07570R","BraA10g22320R"
"AT5G15870","BraA02g07260R","BraA10g22260R"
"AT5G15950","BraA03g07630R","BraA10g22220R"
"AT5G16000","BraA03g07640R","BraA10g22190R"
"AT5G16030","BraA03g07660R","BraA02g07320R"
"AT5G16120","BraA02g07390R","BraA10g22050R"
"AT5G16150","BraA03g07700R","BraA10g22020R"
"AT5G16190","BraA03g07720R","BraA10g22000R"
"AT5G16220","BraA03g07730R","BraA10g21970R"
"AT5G16270","BraA02g07440R","BraA10g21920R"
"AT5G16300","BraA03g07780R","BraA10g21900R"
"AT5G16390","BraA03g07830R","BraA02g07470R"
"AT5G16490","BraA02g07560R","BraA10g21810R"
"AT5G16500","BraA03g07880R","BraA10g21800R"
"AT5G16510","BraA02g07570R","BraA10g21790R"
"AT5G16530","BraA03g07910R","BraA10g21780R"
"AT5G16570","BraA02g07600R","BraA10g21750R"
"AT5G16590","BraA02g07610R","BraA10g21740R"
"AT5G16600","BraA02g07630R","BraA10g21730R"
"AT5G16620","BraA02g07640R","BraA10g21710R"
"AT5G16680","BraA03g07960R","BraA10g21660R"
"AT5G16730","BraA03g07990R","BraA10g21610R"
"AT5G16760","BraA03g08000R","BraA10g21580R"
"AT5G16770","BraA03g08020R","BraA10g21570R"
"AT5G16820","BraA02g07740R","BraA10g21550R"
"AT5G16880","BraA03g08090R","BraA10g21470R"
"AT5G16910","BraA02g07790R","BraA10g21450R"
"AT5G17070","BraA03g08140R","BraA02g07860R"
"AT5G17170","BraA02g07880R","BraA10g21380R"
"AT5G17190","BraA02g07900R","BraA10g21360R"
"AT5G17200","BraA02g07910R","BraA10g21350R"
"AT5G17220","BraA02g07920R","BraA10g21330R"
"AT5G17260","BraA03g08210R","BraA10g21300R"
"AT5G17320","BraA02g08000R","BraA10g21260R"
"AT5G17340","BraA02g08020R","BraA10g21230R"
"AT5G17430","BraA02g08070R","BraA10g21130R"
"AT5G17440","BraA02g08080R","BraA10g21120R"
"AT5G17480","BraA02g08110R","BraA10g21100R"
"AT5G17520","BraA02g08120R","BraA10g21070R"
"AT5G17560","BraA03g08420R","BraA10g21050R"
"AT5G17590","BraA03g08430R","BraA10g21030R"
"AT5G17710","BraA02g08220R","BraA10g20960R"
"AT5G17790","BraA03g08490R","BraA10g20910R"
"AT5G17810","BraA02g08260R","BraA10g20890R"
"AT5G17860","BraA02g08340R","BraA10g20840R"
"AT5G17900","BraA03g08550R","BraA10g20820R"
"AT5G17910","BraA03g08560R","BraA10g20800R"
"AT5G17970","BraA02g08380R","BraA10g20780R"
"AT5G18070","BraA03g08630R","BraA10g20670R"
"AT5G18120","BraA03g08660R","BraA10g20600R"
"AT5G18280","BraA03g08760R","BraA10g20460R"
"AT5G18320","BraA03g08780R","BraA10g20440R"
"AT5G18370","BraA02g08620R","BraA10g20420R"
"AT5G18420","BraA03g08830R","BraA10g20400R"
"AT5G18440","BraA02g08650R","BraA10g20390R"
"AT5G18480","BraA03g08860R","BraA02g08710R"
"AT5G18580","BraA03g08930R","BraA02g08780R"
"AT5G18600","BraA03g08940R","BraA02g08790R"
"AT5G18610","BraA03g08960R","BraA10g20250R"
"AT5G18620","BraA02g08800R","BraA10g20240R"
"AT5G18670","BraA03g08980R","BraA10g20200R"
"AT5G18700","BraA03g09020R","BraA10g20170R"
"AT5G18800","BraA03g09080R","BraA10g20120R"
"AT5G18830","BraA02g08850R","BraA10g20090R"
"AT5G18910","BraA03g09100R","BraA02g08870R"
"AT5G18920","BraA03g09110R","BraA10g20040R"
"AT5G19040","BraA02g08900R","BraA10g19960R"
"AT5G19050","BraA03g09200R","BraA10g19950R"
"AT5G19070","BraA03g09210R","BraA10g19930R"
"AT5G19090","BraA02g08910R","BraA10g19910R"
"AT5G19140","BraA03g09240R","BraA10g19830R"
"AT5G19180","BraA03g09260R","BraA10g19800R"
"AT5G19260","BraA02g09030R","BraA10g19760R"
"AT5G19280","BraA02g09040R","BraA10g19750R"
"AT5G19330","BraA03g09310R","BraA10g19700R"
"AT5G19340","BraA03g09320R","BraA10g19690R"
"AT5G19390","BraA02g09050R","BraA10g19660R"
"AT5G19400","BraA02g09060R","BraA10g19650R"
"AT5G19450","BraA02g09070R","BraA10g19590R"
"AT5G19485","BraA02g09080R","BraA10g19540R"
"AT5G19530","BraA02g09120R","BraA10g19520R"
"AT5G19550","BraA02g09160R","BraA10g19510R"
"AT5G19580","BraA02g09190R","BraA10g19490R"
"AT5G19590","BraA02g09200R","BraA10g19480R"
"AT5G19600","BraA03g09410R","BraA02g09210R"
"AT5G19650","BraA02g09240R","BraA10g19440R"
"AT5G19660","BraA03g09430R","BraA10g19430R"
"AT5G19700","BraA02g09270R","BraA10g19400R"
"AT5G19730","BraA02g09290R","BraA10g19390R"
"AT5G19860","BraA02g09390R","BraA10g19300R"
"AT5G19875","BraA03g09540R","BraA10g19260R"
"AT5G19880","BraA02g09420R","BraA10g19250R"
"AT5G19910","BraA02g09440R","BraA10g19220R"
"AT5G19920","BraA02g09450R","BraA10g19210R"
"AT5G19980","BraA03g09580R","BraA02g09480R"
"AT5G20040","BraA03g09610R","BraA02g09510R"
"AT5G20050","BraA03g09620R","BraA02g09530R"
"AT5G20070","BraA03g09630R","BraA02g09540R"
"AT5G20090","BraA03g09640R","BraA02g09550R"
"AT5G20110","BraA03g09660R","BraA02g09560R"
"AT5G20130","BraA03g09670R","BraA02g09580R"
"AT5G20150","BraA03g09680R","BraA02g09590R"
"AT5G20165","BraA03g09700R","BraA10g19170R"
"AT5G20200","BraA02g09610R","BraA10g19150R"
"AT5G20220","BraA03g09740R","BraA10g19140R"
"AT5G20230","BraA02g09620R","BraA10g19130R"
"AT5G20260","BraA03g09760R","BraA10g19100R"
"AT5G20270","BraA03g09770R","BraA10g19090R"
"AT5G20280","BraA02g09660R","BraA10g19080R"
"AT5G20310","BraA03g09790R","BraA10g19050R"
"AT5G20450","BraA03g09860R","BraA10g18950R"
"AT5G20490","BraA03g09870R","BraA02g09750R"
"AT5G20520","BraA02g09780R","BraA10g18910R"
"AT5G20540","BraA03g09890R","BraA02g09790R"
"AT5G20610","BraA02g09820R","BraA10g18830R"
"AT5G20830","BraA03g10040R","BraA10g18650R"
"AT5G20850","BraA03g10060R","BraA10g18630R"
"AT5G20870","BraA03g10070R","BraA02g10060R"
"AT5G20910","BraA03g10100R","BraA10g18580R"
"AT5G20960","BraA02g10140R","BraA10g18530R"
"AT5G20980","BraA03g10120R","BraA10g18510R"
"AT5G21010","BraA03g10150R","BraA02g10160R"
"AT5G21050","BraA03g10160R","BraA10g18470R"
"AT5G21070","BraA02g10170R","BraA10g18450R"
"AT5G21105","BraA02g10220R","BraA10g18430R"
"AT5G21130","BraA03g10180R","BraA02g10240R"
"AT5G21160","BraA02g10290R","BraA10g18390R"
"AT5G21170","BraA02g10300R","BraA10g18370R"
"AT5G21326","BraA02g10320R","BraA10g18340R"
"AT5G21482","BraA02g10350R","BraA10g18330R"
"AT5G21920","BraA03g10210R","BraA10g18280R"
"AT5G21950","BraA02g10370R","BraA10g18250R"
"AT5G22030","BraA03g10300R","BraA10g18180R"
"AT5G22060","BraA02g10430R","BraA10g18170R"
"AT5G22080","BraA02g10440R","BraA10g18160R"
"AT5G22100","BraA08g05560R","BraA10g06840R"
"AT5G22140","BraA03g10390R","BraA02g10520R"
"AT5G22200","BraA02g10530R","BraA10g18100R"
"AT5G22240","BraA02g10540R","BraA10g18070R"
"AT5G22280","BraA03g10450R","BraA02g10570R"
"AT5G22310","BraA03g10470R","BraA10g18020R"
"AT5G22350","BraA02g10620R","BraA10g17990R"
"AT5G22360","BraA03g10500R","BraA02g10630R"
"AT5G22390","BraA02g10660R","BraA10g17950R"
"AT5G22420","BraA03g10520R","BraA10g17940R"
"AT5G22430","BraA02g10700R","BraA10g17930R"
"AT5G22440","BraA02g10710R","BraA10g17920R"
"AT5G22480","BraA03g10550R","BraA10g17850R"
"AT5G22500","BraA02g10730R","BraA10g17840R"
"AT5G22570","BraA02g10770R","BraA10g17810R"
"AT5G22580","BraA02g10780R","BraA10g17790R"
"AT5G22630","BraA02g10820R","BraA10g17780R"
"AT5G22650","BraA03g10570R","BraA02g10860R"
"AT5G22730","BraA03g10580R","BraA02g10870R"
"AT5G22760","BraA03g10610R","BraA02g10890R"
"AT5G22790","BraA03g10620R","BraA10g17700R"
"AT5G22910","BraA03g10670R","BraA10g17620R"
"AT5G22920","BraA03g10680R","BraA10g17610R"
"AT5G22930","BraA03g10690R","BraA10g17600R"
"AT5G22940","BraA03g10700R","BraA10g17590R"
"AT5G22950","BraA03g10710R","BraA02g11030R"
"AT5G22970","BraA03g10740R","BraA10g17560R"
"AT5G23000","BraA02g11050R","BraA10g17520R"
"AT5G23040","BraA02g43640R","BraA03g43000R"
"AT5G23080","BraA09g07370R","BraA03g43060R"
"AT5G23100","BraA09g07350R","BraA03g43070R"
"AT5G23150","BraA02g43620R","BraA03g43110R"
"AT5G23190","BraA02g43600R","BraA03g43130R"
"AT5G23340","BraA02g43540R","BraA06g28990R"
"AT5G23430","BraA09g07210R","BraA06g29060R"
"AT5G23450","BraA02g43510R","BraA06g29080R"
"AT5G23530","BraA09g07190R","BraA06g29120R"
"AT5G23535","BraA09g07180R","BraA06g29130R"
"AT5G23630","BraA09g07130R","BraA02g43470R"
"AT5G23650","BraA02g43460R","BraA06g29200R"
"AT5G23660","BraA09g07110R","BraA06g29210R"
"AT5G23760","BraA09g07070R","BraA06g29280R"
"AT5G23870","BraA02g43440R","BraA06g29320R"
"AT5G24070","BraA09g06960R","BraA06g29600R"
"AT5G24090","BraA09g06950R","BraA06g29620R"
"AT5G24120","BraA09g06910R","BraA06g29670R"
"AT5G24140","BraA02g43380R","BraA06g29690R"
"AT5G24165","BraA02g43340R","BraA06g29710R"
"AT5G24240","BraA09g06890R","BraA06g29760R"
"AT5G24270","BraA09g06870R","BraA06g29770R"
"AT5G24330","BraA02g43250R","BraA06g29860R"
"AT5G24400","BraA09g06830R","BraA06g29920R"
"AT5G24440","BraA09g06790R","BraA06g29970R"
"AT5G24460","BraA09g06780R","BraA06g29980R"
"AT5G24490","BraA09g06760R","BraA06g30000R"
"AT5G24570","BraA02g43060R","BraA06g30030R"
"AT5G24580","BraA02g43050R","BraA06g30040R"
"AT5G24590","BraA09g06740R","BraA06g30050R"
"AT5G24600","BraA02g43030R","BraA06g30060R"
"AT5G24660","BraA02g43000R","BraA06g30130R"
"AT5G24690","BraA09g06720R","BraA06g30260R"
"AT5G24710","BraA09g06710R","BraA06g30250R"
"AT5G24880","BraA02g42900R","BraA06g30420R"
"AT5G24930","BraA09g06670R","BraA06g30460R"
"AT5G24970","BraA02g42860R","BraA06g30470R"
"AT5G24990","BraA09g06660R","BraA06g30490R"
"AT5G25150","BraA09g06600R","BraA02g42820R"
"AT5G25170","BraA02g42800R","BraA06g30630R"
"AT5G25220","BraA02g42740R","BraA06g30690R"
"AT5G25240","BraA09g06570R","BraA02g42750R"
"AT5G25265","BraA09g06560R","BraA02g42710R"
"AT5G25280","BraA09g06530R","BraA06g30710R"
"AT5G25340","BraA02g42600R","BraA06g30780R"
"AT5G25350","BraA09g06510R","BraA06g30790R"
"AT5G25360","BraA02g42610R","BraA06g30820R"
"AT5G25370","BraA02g42620R","BraA06g30830R"
"AT5G25390","BraA09g06500R","BraA06g30840R"
"AT5G25400","BraA02g42630R","BraA06g30850R"
"AT5G25475","BraA03g37690R","BraA01g27150R"
"AT5G25490","BraA02g42550R","BraA06g30940R"
"AT5G25500","BraA02g42540R","BraA06g30960R"
"AT5G25510","BraA02g42530R","BraA06g30950R"
"AT5G25530","BraA02g42520R","BraA06g30980R"
"AT5G25540","BraA02g42510R","BraA06g30990R"
"AT5G25790","BraA09g06380R","BraA06g31080R"
"AT5G25800","BraA02g42430R","BraA06g31090R"
"AT5G25810","BraA09g06370R","BraA06g31130R"
"AT5G25820","BraA09g06360R","BraA06g31140R"
"AT5G25830","BraA09g06310R","BraA06g31150R"
"AT5G25840","BraA09g06300R","BraA06g31160R"
"AT5G25890","BraA09g06290R","BraA06g31190R"
"AT5G25930","BraA02g42400R","BraA06g31210R"
"AT5G26090","BraA09g06260R","BraA06g31310R"
"AT5G26180","BraA09g06230R","BraA02g42030R"
"AT5G26210","BraA09g06190R","BraA02g42040R"
"AT5G26230","BraA09g06160R","BraA06g31420R"
"AT5G26330","BraA09g06130R","BraA02g42140R"
"AT5G26340","BraA09g06120R","BraA06g31480R"
"AT5G26570","BraA09g06110R","BraA02g42160R"
"AT5G26594","BraA09g06090R","BraA02g42170R"
"AT5G26667","BraA09g06080R","BraA06g31510R"
"AT5G26670","BraA09g06010R","BraA06g31610R"
"AT5G26740","BraA02g42210R","BraA06g31540R"
"AT5G26751","BraA09g05960R","BraA06g31690R"
"AT5G26770","BraA09g05950R","BraA06g31710R"
"AT5G26830","BraA09g05930R","BraA06g31750R"
"AT5G26850","BraA09g05920R","BraA06g31760R"
"AT5G26860","BraA02g41800R","BraA06g31770R"
"AT5G26910","BraA09g05910R","BraA02g41790R"
"AT5G26930","BraA09g05880R","BraA06g31800R"
"AT5G27000","BraA09g05830R","BraA06g31830R"
"AT5G27150","BraA09g05420R","BraA02g41410R"
"AT5G27220","BraA09g05450R","BraA06g32260R"
"AT5G27380","BraA09g05500R","BraA06g32180R"
"AT5G27450","BraA09g05550R","BraA02g41510R"
"AT5G27460","BraA09g05560R","BraA02g41520R"
"AT5G27550","BraA09g05610R","BraA02g41560R"
"AT5G27610","BraA02g41570R","BraA06g32030R"
"AT5G27620","BraA09g05630R","BraA02g41580R"
"AT5G27640","BraA04g17750R","BraA09g51390R"
"AT5G27740","BraA02g41640R","BraA06g31980R"
"AT5G27770","BraA02g41650R","BraA06g31970R"
"AT5G27820","BraA09g05700R","BraA06g31960R"
"AT5G27870","BraA09g05730R","BraA06g31910R"
"AT5G27920","BraA09g05790R","BraA06g31850R"
"AT5G27930","BraA09g05800R","BraA02g41720R"
"AT5G27970","BraA02g41370R","BraA06g32330R"
"AT5G28020","BraA02g41350R","BraA06g32360R"
"AT5G28040","BraA09g05370R","BraA06g32370R"
"AT5G28060","BraA09g05360R","BraA06g32380R"
"AT5G28080","BraA09g05350R","BraA06g32390R"
"AT5G28150","BraA09g05340R","BraA06g32420R"
"AT5G28300","BraA02g41330R","BraA06g32450R"
"AT5G28470","BraA02g41310R","BraA06g32460R"
"AT5G28590","BraA02g41280R","BraA06g32490R"
"AT5G28770","BraA02g41200R","BraA06g32620R"
"AT5G28840","BraA02g41190R","BraA06g32630R"
"AT5G29000","BraA09g05300R","BraA02g41180R"
"AT5G32440","BraA08g23160R","BraA09g33950R"
"AT5G35360","BraA09g61570R","BraA06g07350R"
"AT5G35380","BraA08g09650R","BraA04g10840R"
"AT5G35630","BraA08g09550R","BraA04g10650R"
"AT5G35700","BraA08g09530R","BraA04g10570R"
"AT5G35960","BraA08g09450R","BraA04g10380R"
"AT5G35980","BraA05g15240R","BraA04g10360R"
"AT5G36150","BraA04g16380R","BraA09g52470R"
"AT5G36890","BraA05g15080R","BraA04g10140R"
"AT5G36970","BraA05g15070R","BraA04g10990R"
"AT5G37070","BraA04g26440R","BraA05g07790R"
"AT5G37475","BraA04g14110R","BraA04g11170R"
"AT5G37478","BraA04g14140R","BraA04g11200R"
"AT5G37810","BraA04g14190R","BraA04g11610R"
"AT5G38200","BraA07g18040R","BraA04g11790R"
"AT5G38470","BraA07g18150R","BraA04g11960R"
"AT5G38480","BraA07g18160R","BraA04g11970R"
"AT5G38510","BraA07g18170R","BraA04g11980R"
