CHR,STAR,END,STRAND,BRA,Ath_ortho,Copies,BLK,B.oleracea_ortho,NonSynt_Pattern
A08,14123089,14123922,+,BraA08g17550R,AT4G31370,3,U,Bo3g042180,
A08,14126627,14129107,NS,BraA08g17560R,NS,0,U,Bo3g174010,
A08,14129269,14129881,NS,BraA08g17570R,NS,0,U,Bo3g174010,
A08,14130883,14133097,-,BraA08g17580R,AT4G31300,2,U,Bo3g175020,
A08,14143012,14143738,NS,BraA08g17590R,NS,0,U,NA,
A08,14143547,14146511,NS,BraA08g17600R,NS,0,U,Bo2g050940,
A08,14143994,14146623,NS,BraA08g17610R,NS,0,U,Bo2g050940,
A08,14146786,14147377,NS,BraA08g17620R,NS,0,U,NA,
A08,14152654,14155004,-,BraA08g17630R,AT4G31290,1,U,Bo3g175030,
A08,14155609,14157356,+,BraA08g17640R,AT4G31270,1,U,Bo3g175040,
A08,14157697,14160985,-,BraA08g17650R,AT4G31160,4,U,Bo3g175060,
A08,14158433,14158801,+,BraA08g17660R,AT4G31170,3,U,Bo3g175050,
A08,14158937,14159209,+,BraA08g17670R,AT4G31170,3,U,Bo3g175050,
A08,14159521,14160018,+,BraA08g17680R,AT4G31170,3,U,Bo3g175050,
A08,14160109,14167287,-,BraA08g17690R,AT4G31160,4,U,Bo3g175060,
A08,14169811,14171583,+,BraA08g17700R,AT4G31150,1,U,Bo3g175070,
A08,14176022,14177391,NS,BraA08g17720R,NS,0,U,NA,
A08,14185468,14186272,NS,BraA08g17730R,AT4G31140,2,U,Bo3g175110,
A08,14187787,14189592,+,BraA08g17740R,AT4G31130,1,U,Bo3g175120,
A08,14220364,14225157,+,BraA08g17770R,AT4G31120,2,U,Bo3g175190,
A08,14225221,14227620,-,BraA08g17780R,AT4G31080,1,U,Bo3g175200,
A08,14228503,14228964,-,BraA08g17790R,AT4G31060,1,U,Bo1g011650,
A08,14230198,14233004,-,BraA08g17800R,AT4G31050,1,U,Bo1g011660,
A08,14231906,14234523,+,BraA08g17810R,AT4G31040,3,U,Bo1g011670,
A08,14235937,14237685,+,BraA08g17820R,AT4G31020,5,U,Bo3g175230,
A08,14237126,14239398,+,BraA08g17830R,AT4G31020,5,U,Bo3g175230,
A08,14239524,14247182,NS,BraA08g17840R,AT4G30993,1,U,NA,
A08,14266627,14267925,-,BraA08g17850R,AT4G30960,2,U,Bo3g175290,
A08,14281659,14302649,+,BraA08g17860R,AT4G30950,1,U,Bo3g175310,
A08,14299699,14302145,NS,BraA08g17870R,NS,0,U,Bo7g114840,
A08,14302668,14303985,+,BraA08g17880R,AT4G30930,2,U,Bo7g114840,
A08,14304523,14307769,+,BraA08g17890R,AT4G30890,2,U,Bo3g175340,
A08,14308187,14308939,-,BraA08g17900R,AT4G30880,2,U,Bo3g175350,
A08,14310506,14310733,-,BraA08g17910R,AT4G30880,2,U,Bo3g175350,
A08,14311091,14313918,-,BraA08g17920R,AT4G30860,1,U,Bo3g175360,
A08,14314255,14320241,-,BraA08g17930R,AT4G30810,2,U,Bo3g175430,
A08,14330345,14336386,+,BraA08g17940R,AT4G30790,3,U,Bo3g175410,
A08,14334033,14337564,+,BraA08g17950R,AT4G30790,3,U,Bo3g175410,
A08,14339929,14340387,+,BraA08g17960R,AT4G30770,2,U,NA,
A08,14341754,14345564,NS,BraA08g17970R,AT4G30680,1,U,Bo1g011930,
A08,14345720,14347954,-,BraA08g17980R,AT4G29760,2,U,NA,
A08,14360405,14363194,NS,BraA08g18010R,NS,0,U,Bo4g087020,
A08,14369076,14369462,NS,BraA08g18020R,NS,0,U,Bo8g058670,
A08,14382524,14383156,NS,BraA08g18030R,NS,0,U,NA,
A08,14383428,14384993,-,BraA08g18040R,AT4G30640,4,U,Bo1g011990,
A08,14386003,14387767,+,BraA08g18050R,AT4G30620,1,U,Bo3g175490,
A08,14389494,14390805,+,BraA08g18060R,AT4G30590,2,U,Bo3g175500,
A08,14391385,14393283,-,BraA08g18070R,AT4G30550,1,U,Bo3g175520,
A08,14393779,14395763,-,BraA08g18080R,AT4G30530,2,U,Bo3g175530,
A08,14401888,14404103,-,BraA08g18090R,AT4G30420,3,U,Bo3g175570,
A08,14414399,14417282,NS,BraA08g18100R,NS,0,U,Bo6g029370,
A08,14419524,14421814,NS,BraA08g18110R,NS,0,U,NA,
A08,14422896,14431129,NS,BraA08g18120R,NS,0,U,Bo6g029370,
A08,14431146,14431670,NS,BraA08g18130R,NS,0,U,Bo6g029370,
A08,14436153,14437510,+,BraA08g18140R,AT4G30410,1,U,NA,
A08,14439109,14440721,+,BraA08g18150R,AT4G30390,2,U,NA,
A08,14459859,14462436,+,BraA08g18180R,AT4G30260,3,U,Bo1g014350,
A08,14467597,14471208,+,BraA08g18190R,AT4G30240,1,U,Bo3g175650,
A08,14471990,14475882,-,BraA08g18200R,AT4G30210,3,U,Bo7g114320,
A08,14472442,14472984,-,BraA08g18210R,AT4G30210,3,U,Bo7g114320,
A08,14480677,14483925,+,BraA08g18220R,AT4G30200,2,U,Bo3g175710,
A08,14493488,14498443,+,BraA08g18230R,AT4G30190,4,U,Bo7g008350,
A08,14499501,14499983,-,BraA08g18240R,AT4G30180,1,U,NA,
A08,14505052,14511380,-,BraA08g18250R,AT4G30160,2,U,Bo3g175750,
A08,14525344,14527774,+,BraA08g18260R,AT4G30140,2,U,Bo3g175760,
A08,14530176,14532629,+,BraA08g18270R,AT4G30140,2,U,Bo3g175780,
A08,14533015,14534495,NS,BraA08g18280R,AT4G30130,1,U,NA,
A08,14551028,14554341,+,BraA08g18300R,AT4G30060,2,U,Bo3g175810,
A08,14555223,14556332,-,BraA08g18310R,AT4G30010,2,U,NA,
A08,14556015,14558753,+,BraA08g18320R,AT4G29960,2,U,NA,
A08,14560602,14564924,+,BraA08g18330R,AT4G29940,1,U,Bo3g175850,
A08,14581995,14585376,+,BraA08g18340R,AT4G29920,1,U,NA,
A08,14609326,14610566,NS,BraA08g18350R,NS,0,U,Bo3g175930,
A08,14615332,14617055,NS,BraA08g18360R,NS,0,U,Bo3g155730,
A08,14619270,14620233,NS,BraA08g18370R,NS,0,U,Bo3g175920,
A08,14623926,14632826,+,BraA08g18380R,AT4G29840,3,U,Bo3g175960,
A08,14624158,14625735,+,BraA08g18390R,AT4G29840,3,U,Bo3g175960,
A08,14632862,14633302,NS,BraA08g18410R,NS,0,U,Bo3g176050,
A08,14646574,14647923,+,BraA08g18430R,AT4G29700,1,U,Bo1g016130,
A08,14649276,14650906,-,BraA08g18440R,AT4G29680,2,U,Bo3g177080,
A08,14651173,14652781,+,BraA08g18450R,AT4G29560,2,U,Bo3g177090,
A08,14651494,14655488,+,BraA08g18460R,AT4G29560,2,U,Bo3g177090,
A08,14656717,14658933,-,BraA08g18470R,AT4G29510,4,U,Bo7g113780,
A08,14657924,14660375,-,BraA08g18480R,AT4G29510,4,U,Bo7g113780,
A08,14666541,14667775,+,BraA08g18490R,AT4G29480,2,U,Bo3g177130,
A08,14668116,14669391,+,BraA08g18500R,AT4G29460,1,U,NA,
A08,14670208,14671404,+,BraA08g18510R,NA,0,U,Bo3g178150,
A08,14672809,14674224,+,BraA08g18520R,AT4G29410,3,U,Bo3g178160,
A08,14674800,14677825,+,BraA08g18530R,AT4G29360,1,U,Bo3g178170,
A08,14677942,14679105,-,BraA08g18540R,AT4G29340,2,U,Bo3g178180,
A08,14685907,14688875,-,BraA08g18550R,NA,0,U,Bo7g113700,
A08,14690971,14692869,+,BraA08g18560R,AT4G29260,4,U,Bo3g178190,
A08,14693459,14695146,+,BraA08g18570R,AT4G29260,4,U,Bo01449s020,
A08,14703850,14704899,+,BraA08g18580R,AT4G29190,3,U,NA,
A08,14718911,14720517,-,BraA08g18590R,AT4G29140,3,U,Bo1g016680,
A08,14726036,14729634,-,BraA08g18600R,AT4G29100,3,U,NA,
A08,14740528,14741441,+,BraA08g18610R,AT4G29080,2,U,Bo8g054720,
A08,14741206,14744909,-,BraA08g18620R,AT4G29070,1,U,Bo8g054720,
A08,14745120,14747102,+,BraA08g18630R,AT4G29050,3,U,Bo5g043660,
A08,14750663,14751758,NS,BraA08g18640R,NS,0,U,NA,
A08,14751818,14754637,-,BraA08g18650R,AT4G29040,4,U,Bo8g054710,
A08,14758373,14758900,NS,BraA08g18660R,NS,0,U,Bo8g054680,
A08,14762549,14762983,+,BraA08g18670R,NA,0,U,NA,
A08,14776091,14776784,NS,BraA08g18680R,NS,0,U,Bo8g054650,
A08,14778638,14779152,NS,BraA08g18690R,AT4G29040,4,U,Bo8g054630,
A08,14785287,14785742,-,BraA08g18700R,AT4G29020,3,U,NA,
A08,14787494,14793041,+,BraA08g18710R,AT4G29010,4,U,Bo8g054570,
A08,14791325,14795351,+,BraA08g18720R,AT4G29010,4,U,Bo8g054570,
A08,14804623,14805879,+,BraA08g18730R,AT4G28890,3,U,Bo8g054560,
A08,14812968,14814091,+,BraA08g18760R,AT4G28750,3,U,Bo8g054500,
A08,14814144,14814482,NS,BraA08g18770R,AT4G28740,2,U,NA,
A08,14814505,14816231,-,BraA08g18780R,AT4G28730,2,U,Bo8g054490,
A08,14822848,14824609,-,BraA08g18790R,AT4G28720,2,U,Bo8g054460,
A08,14841857,14844856,+,BraA08g18800R,AT4G28610,3,U,Bo8g054450,
A08,14847272,14850754,-,BraA08g18820R,AT4G28600,3,U,Bo8g054430,
A08,14853255,14854310,NS,BraA08g18830R,NS,0,U,Bo9g157500,
A08,14853527,14854554,NS,BraA08g18840R,NS,0,U,Bo9g157500,
A08,14856667,14858940,+,BraA08g18850R,AT4G28590,1,U,NA,
A08,14861237,14863926,-,BraA08g18860R,AT4G28550,2,U,Bo8g054410,
A08,14863965,14867295,-,BraA08g18870R,AT4G28540,3,U,Bo8g054410,
A08,14867960,14869631,NS,BraA08g18880R,NS,0,U,NA,
A08,14889731,14892459,+,BraA08g18890R,AT4G28530,3,U,Bo8g054390,
A08,14893357,14906088,-,BraA08g18900R,AT4G28520,4,U,Bo1g017390,
A08,14904066,14905479,-,BraA08g18910R,AT4G28510,1,U,Bo1g017400,
A08,14911740,14912201,-,BraA08g18920R,AT4G28520,4,U,Bo1g017390,
A08,14912203,14912385,-,BraA08g18930R,AT4G28520,4,U,Bo1g017390,
A08,14913748,14918944,+,BraA08g18940R,AT4G28470,3,U,Bo8g054340,
A08,14919789,14920007,-,BraA08g18950R,AT4G28460,3,U,NA,
A08,14921908,14923563,-,BraA08g18960R,AT4G28440,1,U,NA,
A08,14924229,14926589,+,BraA08g18970R,AT4G28390,1,U,Bo8g054310,
A08,14926854,14931040,-,BraA08g18980R,AT4G28370,1,U,Bo8g054300,
A08,14932029,14933013,+,BraA08g18990R,AT4G28365,2,U,Bo8g054280,
A08,14933423,14935474,-,BraA08g19000R,AT4G28350,1,U,Bo8g054270,
A08,14938987,14939436,+,BraA08g19010R,AT4G28330,2,U,NA,
A08,14940438,14941055,-,BraA08g19020R,AT4G28310,2,U,NA,
A08,14942297,14944603,-,BraA08g19030R,AT4G28300,3,U,Bo8g054230,
A08,14947761,14948761,+,BraA08g19040R,AT4G28290,1,U,NA,
A08,14948846,14949275,-,BraA08g19050R,AT4G28280,4,U,NA,
A08,14953994,14955479,+,BraA08g19060R,AT4G28270,3,U,Bo8g054180,
A08,14955941,14958465,-,BraA08g19070R,AT4G28260,2,U,NA,
A08,14960718,14961763,+,BraA08g19080R,AT4G28240,4,U,Bo8g054160,
A08,14961407,14961667,+,BraA08g19090R,AT4G28240,4,U,Bo8g054160,
A08,14963329,14966632,+,BraA08g19100R,AT4G28200,1,U,Bo8g054140,
A08,14967763,14968584,+,BraA08g19110R,AT4G28140,3,U,Bo8g054130,
A08,14970432,14979285,+,BraA08g19120R,AT4G28080,3,U,Bo8g054120,
A08,14979618,14982719,-,BraA08g19130R,AT4G28040,3,U,Bo1g051140,
A08,14983041,14985586,+,BraA08g19140R,AT4G28020,1,U,Bo8g054090,
A08,14985436,14986026,NS,BraA08g19150R,AT4G28000,4,U,Bo8g054080,
A08,14987202,14990315,+,BraA08g19160R,AT4G27970,3,U,Bo8g054030,
A08,14990436,14991853,+,BraA08g19170R,AT4G27960,2,U,Bo1g051090,
A08,14996173,14997159,+,BraA08g19180R,AT4G27950,3,U,Bo8g053000,
A08,15014608,15017433,+,BraA08g19190R,AT4G27940,4,U,Bo2g046050,
A08,15016616,15017354,+,BraA08g19200R,AT4G27940,4,U,Bo2g046050,
A08,15026845,15029686,-,BraA08g19210R,AT4G27940,4,U,Bo8g052960,
A08,15035837,15045210,-,BraA08g19220R,NA,0,U,Bo2g032550,
A08,15052389,15054655,-,BraA08g19230R,AT4G27900,1,U,Bo8g052930,
A08,15056613,15058943,-,BraA08g19240R,AT4G27880,2,U,Bo8g052920,
A08,15059386,15069042,NS,BraA08g19250R,NS,0,U,Bo8g052910,
A08,15071764,15073189,-,BraA08g19260R,AT4G27740,1,U,Bo1g050830,
A08,15075267,15076688,-,BraA08g19270R,AT4G27657,3,U,NA,
A08,15081340,15081543,-,BraA08g19280R,AT4G27652,2,U,NA,
A08,15084275,15085654,NS,BraA08g19290R,NS,0,U,NA,
A08,15098164,15098476,+,BraA08g19300R,AT4G27595,3,U,Bo8g052850,
A08,15098793,15113621,+,BraA08g19310R,AT4G27595,3,U,Bo8g052850,
A08,15102990,15105663,+,BraA08g19320R,AT4G27595,3,U,NA,
A08,15114332,15114634,-,BraA08g19330R,AT4G27530,1,U,NA,
A08,15115039,15118101,-,BraA08g19340R,AT4G27500,4,U,NA,
A08,15122686,15128859,+,BraA08g19350R,AT4G27480,5,U,Bo8g052790,
A08,15124524,15126271,+,BraA08g19360R,AT4G27480,5,U,Bo8g052790,
A08,15130961,15132900,+,BraA08g19370R,AT4G27450,1,U,Bo8g052750,
A08,15138699,15149797,NS,BraA08g19380R,NS,0,U,Bo3g155730,
A08,15154475,15155560,NS,BraA08g19400R,NS,0,U,Bo7g111350,
A08,15157133,15158822,-,BraA08g19410R,AT4G27310,3,U,Bo1g048190,
A08,15160404,15162337,-,BraA08g19420R,NA,0,U,Bo1g053590,
A08,15162024,15162389,-,BraA08g19430R,NA,0,U,Bo1g053590,
A08,15164035,15165609,+,BraA08g19440R,NA,0,U,Bo3g184660,
A08,15166015,15170915,+,BraA08g19450R,AT4G27110,2,U,Bo8g052650,
A08,15171105,15174989,-,BraA08g19460R,AT4G27080,2,U,Bo8g052630,
A08,15186544,15187805,NS,BraA08g19480R,NS,0,U,Bo8g052600,
A08,15187578,15189092,NS,BraA08g19490R,NS,0,U,Bo8g052600,
A08,15189669,15190650,NS,BraA08g19500R,NS,0,U,Bo7g065440,
A08,15194606,15205062,-,BraA08g19510R,AT4G27030,3,U,Bo8g052590,
A08,15207833,15210948,NS,BraA08g19520R,NS,0,U,NA,
A08,15212270,15215293,+,BraA08g19530R,AT4G27000,3,U,Bo8g051560,
A08,15216901,15222809,-,BraA08g19540R,AT4G26970,1,U,Bo8g051550,
A08,15223184,15225971,-,BraA08g19550R,AT4G26965,1,U,Bo8g051540,
A08,15228582,15228950,NS,BraA08g19560R,NS,0,U,NA,
A08,15230699,15233706,+,BraA08g19570R,AT4G26940,3,U,Bo8g051520,
A08,15234066,15235491,-,BraA08g19580R,AT4G26890,2,U,Bo8g051490,
A08,15240304,15242674,+,BraA08g19590R,AT4G26850,5,U,NA,
A08,15241253,15244103,+,BraA08g19600R,AT4G26850,5,U,Bo8g051440,
A08,15244255,15246924,+,BraA08g19610R,AT4G26780,3,U,Bo8g051420,
A08,15247273,15250378,+,BraA08g19620R,AT4G26760,2,U,Bo8g051410,
A08,15259531,15261580,+,BraA08g19640R,AT4G26740,2,U,Bo8g051390,
A08,15262911,15264285,+,BraA08g19650R,AT4G26710,2,U,Bo8g051380,
A08,15266167,15268172,NS,BraA08g19660R,NS,0,U,Bo3g012400,
A08,15272822,15281897,+,BraA08g19670R,AT4G26640,3,U,Bo8g051360,
A08,15290427,15292891,+,BraA08g19680R,AT4G26420,2,U,Bo8g051280,
A08,15299530,15303730,+,BraA08g19690R,AT4G26300,4,U,Bo8g051250,
A08,15304169,15304378,-,BraA08g19700R,AT4G26230,2,U,Bo8g051240,
A08,15305238,15306632,-,BraA08g19710R,AT4G26210,2,U,Bo8g051230,
A08,15310174,15311088,-,BraA08g19730R,AT4G26110,4,U,Bo8g051210,
A08,15311125,15312709,-,BraA08g19740R,AT4G26110,4,U,Bo8g051210,
A08,15321582,15323240,NS,BraA08g19760R,NS,0,U,Bo5g010830,
A08,15325541,15327756,+,BraA08g19770R,AT4G26080,5,U,Bo8g051120,
A08,15327826,15328382,NS,BraA08g19780R,NS,0,U,Bo9g126150,
A08,15328851,15330521,+,BraA08g19790R,AT4G26060,3,U,NA,
A08,15330956,15332177,+,BraA08g19800R,AT4G26055,2,U,NA,
A08,15331242,15332455,+,BraA08g19810R,AT4G26055,2,U,NA,
A08,15334095,15337107,+,BraA08g19820R,AT4G25870,5,U,Bo8g051030,
A08,15335801,15339308,+,BraA08g19830R,AT4G25870,5,U,Bo8g051030,
A08,15342754,15343475,-,BraA08g19840R,AT4G25780,2,U,Bo8g050980,
A08,15345147,15346458,+,BraA08g19850R,AT4G25740,3,U,Bo8g050970,
A08,15349712,15350711,NS,BraA08g19860R,NS,0,U,NA,
A08,15351079,15355031,+,BraA08g19870R,AT4G25730,2,U,Bo8g050960,
A08,15355465,15357093,-,BraA08g19880R,AT4G25680,2,U,Bo8g050950,
A08,15361240,15364639,+,BraA08g19890R,AT4G25640,5,U,Bo8g050940,
A08,15365174,15370022,-,BraA08g19900R,AT4G25680,2,U,Bo8g050930,
A08,15372980,15375151,-,BraA08g19910R,AT4G25630,3,U,Bo8g050920,
A08,15376639,15378271,+,BraA08g19920R,AT4G25590,3,U,Bo1g040310,
A08,15378998,15379438,NS,BraA08g19930R,NS,0,U,NA,
A08,15380236,15382977,-,BraA08g19940R,AT4G25550,3,U,Bo8g050870,
A08,15383420,15386811,-,BraA08g19950R,AT4G25515,2,U,Bo8g050860,
A08,15389076,15391788,-,BraA08g19960R,AT4G25500,2,U,Bo8g050850,
A08,15396169,15417582,+,BraA08g19970R,AT4G25490,2,U,Bo8g050740,
A08,15418139,15423088,+,BraA08g19980R,AT4G25450,1,U,Bo8g050730,
A08,15425022,15428544,+,BraA08g19990R,NA,0,U,Bo8g050720,
A08,15429240,15430982,-,BraA08g20000R,AT4G25430,1,U,Bo8g050710,
A08,15436788,15439021,-,BraA08g20010R,AT4G25410,3,U,Bo8g050700,
A08,15454568,15457820,+,BraA08g20020R,AT4G25350,1,U,Bo8g050640,
A08,15458857,15460020,-,BraA08g20030R,NA,0,U,Bo1g040010,
A08,15460084,15477518,-,BraA08g20040R,NA,0,U,Bo8g050600,
A08,15478653,15481991,-,BraA08g20050R,AT4G25230,5,U,Bo8g050590,
A08,15485923,15490764,-,BraA08g20060R,NA,0,U,Bo8g050570,
A08,15491141,15491950,-,BraA08g20070R,NA,0,U,Bo1g039640,
A08,15492589,15493577,-,BraA08g20080R,NA,0,U,Bo8g050530,
A08,15499846,15501472,+,BraA08g20090R,AT4G25010,5,U,Bo8g050520,
A08,15502874,15503789,+,BraA08g20100R,NA,0,U,Bo8g050510,
A08,15515823,15531914,+,BraA08g20110R,AT4G35780,1,U,Bo3g155740,
A08,15533141,15534693,NS,BraA08g20120R,NS,0,U,Bo3g155730,
A08,15535149,15537124,-,BraA08g20130R,AT4G35740,2,U,Bo3g155720,
A08,15535157,15540321,-,BraA08g20140R,AT4G35740,2,U,Bo3g155720,
A08,15542911,15543981,-,BraA08g20150R,AT4G35733,1,U,Bo3g155710,
A08,15545531,15547776,-,BraA08g20160R,AT4G35730,1,U,Bo3g155700,
A08,15550240,15551987,NS,BraA08g20170R,NS,0,U,NA,
A08,15552176,15553030,NS,BraA08g20180R,NS,0,U,NA,
A08,15555273,15559859,-,BraA08g20190R,AT4G35720,2,U,Bo3g155660,
A08,15559869,15560162,-,BraA08g20200R,AT4G35710,1,U,Bo3g155660,
A08,15562781,15564727,-,BraA08g20210R,AT4G35650,1,U,Bo3g155640,
A08,15566309,15567613,-,BraA08g20220R,AT4G35630,1,U,Bo3g155620,
A08,15568315,15570476,-,BraA08g20230R,AT4G35600,3,U,Bo7g014840,
A08,15571881,15575792,-,BraA08g20240R,AT4G35600,3,U,Bo3g155590,
A08,15586456,15587437,+,BraA08g20250R,AT4G35550,2,U,Bo3g155580,
A08,15597595,15598176,+,BraA08g20260R,AT4G35480,2,U,Bo3g155560,
A08,15602262,15603752,-,BraA08g20270R,AT4G35460,2,U,Bo3g155550,
A08,15603931,15606310,-,BraA08g20280R,AT4G35450,1,U,Bo3g155540,
A08,15607184,15609301,-,BraA08g20290R,AT4G35335,3,U,Bo3g155530,
A08,15607402,15611395,-,BraA08g20300R,AT4G35335,3,U,Bo3g155530,
A08,15613867,15622127,+,BraA08g20310R,AT4G29305,1,U,Bo3g155520,
A08,15618964,15619363,+,BraA08g20320R,AT4G29290,1,U,Bo3g175130,
A08,15624465,15626282,-,BraA08g20330R,AT4G23620,2,U,NA,
A08,15627946,15629509,+,BraA08g20340R,AT4G23630,3,U,Bo3g155370,
A08,15629754,15631266,NS,BraA08g20350R,AT4G23660,2,U,NA,
A08,15631275,15631756,NS,BraA08g20360R,NS,0,U,NA,
A08,15639558,15639857,-,BraA08g20380R,NA,0,U,Bo3g154340,
A08,15639860,15640117,-,BraA08g20390R,NA,0,U,Bo3g154340,
A08,15643236,15644538,NS,BraA08g20400R,AT4G23700,4,U,NA,
A08,15659562,15663338,-,BraA08g20420R,AT4G23700,4,U,Bo3g154320,
A08,15668674,15669177,NS,BraA08g20430R,AT4G23710,3,U,Bo7g109030,
A08,15670140,15671140,NS,BraA08g20440R,NS,0,U,NA,
A08,15674944,15677250,NS,BraA08g20450R,NS,0,U,Bo3g154350,
A08,15683679,15685031,+,BraA08g20460R,AT4G23870,3,U,NA,
A08,15686174,15687243,NS,BraA08g20470R,NS,0,U,Bo6g015590,
A08,15688687,15689286,-,BraA08g20480R,AT4G23880,4,U,NA,
A08,15691018,15694241,NS,BraA08g20490R,AT4G23920,2,U,NA,
A08,15697857,15699543,+,BraA08g20500R,AT4G24060,3,U,Bo3g154260,
A08,15708138,15710951,+,BraA08g20510R,AT4G24120,3,U,Bo3g154250,
A08,15713118,15716092,NS,BraA08g20520R,NS,0,U,NA,
A08,15716834,15718198,+,BraA08g20530R,AT4G36130,2,U,Bo3g154240,
A08,15718362,15718580,NS,BraA08g20540R,NS,0,U,NA,
A08,15718615,15718925,NS,BraA08g20550R,NS,0,U,NA,
A08,15719074,15724361,-,BraA08g20560R,AT4G36140,2,U,Bo3g154230,
A08,15724207,15725193,-,BraA08g20570R,AT4G36140,2,U,Bo3g154230,
A08,15725527,15726391,NS,BraA08g20580R,AT4G36150,3,U,Bo3g154220,
A08,15728403,15729104,+,BraA08g20590R,AT4G36230,1,U,NA,
A08,15732351,15737258,-,BraA08g20600R,AT4G36350,2,U,Bo3g154170,
A08,15733968,15737260,-,BraA08g20610R,AT4G36350,2,U,Bo3g154170,
A08,15738539,15747703,+,BraA08g20620R,AT4G36470,3,U,Bo3g154150,
A08,15748063,15748431,-,BraA08g20630R,AT4G36500,2,U,NA,
A08,15750750,15754483,-,BraA08g20640R,AT4G36550,3,U,Bo3g154110,
A08,15751232,15755823,-,BraA08g20650R,AT4G36550,3,U,Bo3g154110,
A08,15770549,15772238,+,BraA08g20670R,AT4G36600,1,U,Bo3g154090,
A08,15774956,15776240,-,BraA08g20680R,AT4G36610,1,U,Bo1g005540,
A08,15779567,15780594,-,BraA08g20690R,AT4G36620,3,U,Bo3g154060,
A08,15811210,15812494,-,BraA08g20710R,AT4G36430,2,U,Bo1g005670,
A08,15812847,15820191,NS,BraA08g20720R,AT4G36630,2,U,NA,
A08,15821682,15823754,-,BraA08g20730R,AT4G36640,2,U,Bo3g154020,
A08,15826754,15827687,NS,BraA08g20740R,NS,0,U,NA,
A08,15829708,15832066,-,BraA08g20750R,AT4G36670,2,U,Bo3g153990,
A08,15841611,15842834,-,BraA08g20760R,AT4G36680,1,U,Bo3g153970,
A08,15843390,15846923,-,BraA08g20770R,AT4G36690,2,U,Bo3g153960,
A08,15847952,15850956,-,BraA08g20780R,AT4G36700,2,U,Bo3g153950,
A08,15852964,15855271,-,BraA08g20790R,AT4G36730,2,U,Bo1g005460,
A08,15854702,15858386,-,BraA08g20800R,AT4G36730,2,U,Bo1g005460,
A08,15862704,15864305,-,BraA08g20810R,AT4G36740,2,U,Bo3g153930,
A08,15878961,15882346,+,BraA08g20820R,AT4G36760,1,U,Bo3g153880,
A08,15882563,15884118,-,BraA08g20830R,AT4G36800,3,U,Bo3g153870,
A08,15885706,15886790,+,BraA08g20840R,AT4G36810,1,U,Bo7g009830,
A08,15900810,15901594,-,BraA08g20850R,NA,0,U,NA,
A08,15905251,15910626,+,BraA08g20860R,AT4G36870,1,U,Bo1g005330,
A08,15915814,15916335,-,BraA08g20870R,AT4G37240,2,U,Bo3g153810,
A08,15932510,15936599,-,BraA08g20880R,AT4G37210,1,U,Bo3g153780,
A08,15937892,15940774,-,BraA08g20890R,AT4G37180,1,U,Bo3g153770,
A08,15938105,15938335,NS,BraA08g20900R,NS,0,U,Bo5g136410,
A08,15949255,15952657,-,BraA08g20910R,AT4G37130,1,U,NA,
A08,15953375,15956794,-,BraA08g20920R,AT4G37080,1,U,Bo1g005200,
A08,15959077,15961434,-,BraA08g20930R,AT4G37040,1,U,Bo8g107490,
A08,15961950,15964863,-,BraA08g20940R,AT4G37030,1,U,NA,
A08,15966029,15968550,-,BraA08g20950R,AT4G37020,1,U,NA,
A08,15984456,15986457,-,BraA08g20970R,AT4G36930,1,U,Bo3g153630,
A08,16010061,16012150,+,BraA08g20980R,AT4G36880,1,U,Bo3g153600,
A08,16021616,16022637,NS,BraA08g20990R,NS,0,U,NA,
A08,16028081,16028995,+,BraA08g21010R,NA,0,U,Bo3g153550,
A08,16047630,16048007,+,BraA08g21030R,AT4G37295,2,U,NA,
A08,16049531,16051544,-,BraA08g21040R,AT4G37330,2,U,Bo1g004780,
A08,16052753,16053591,-,BraA08g21050R,AT4G37320,2,U,Bo3g153490,
A08,16069627,16073388,+,BraA08g21060R,AT4G37400,1,U,Bo3g153480,
A08,16074803,16075814,NS,BraA08g21070R,NS,0,U,NA,
A08,16075874,16076973,NS,BraA08g21080R,NS,0,U,Bo05064s010,
A08,16088597,16090573,+,BraA08g21090R,AT4G37410,1,U,Bo01007s020,
A08,16095180,16097674,+,BraA08g21100R,AT4G37440,1,U,NA,
A08,16098415,16100220,-,BraA08g21110R,AT4G37470,4,U,Bo3g153430,
A08,16101026,16103872,NS,BraA08g21120R,AT4G37480,1,U,Bo3g153420,
A08,16119465,16121484,+,BraA08g21130R,AT4G37580,2,U,Bo3g153400,
A08,16124766,16128350,-,BraA08g21140R,AT4G37590,2,U,Bo3g153390,
A08,16127741,16128874,NS,BraA08g21150R,NS,0,U,NA,
A08,16130234,16131976,NS,BraA08g21160R,NS,0,U,NA,
A08,16132033,16137312,-,BraA08g21170R,AT4G37640,2,U,Bo7g118640,
A08,16146861,16148438,+,BraA08g21180R,AT4G37650,2,U,Bo1g003500,
A08,16150888,16151451,+,BraA08g21190R,AT4G37660,3,U,Bo3g153350,
A08,16153152,16153738,+,BraA08g21200R,AT4G37710,2,U,Bo3g153330,
A08,16158440,16158800,-,BraA08g21210R,AT4G37720,2,U,Bo7g118710,
A08,16173996,16176913,+,BraA08g21220R,AT4G37750,2,U,Bo3g153310,
A08,16182192,16183336,NS,BraA08g21230R,NS,0,U,NA,
A08,16191873,16193913,+,BraA08g21240R,AT4G37770,1,U,Bo3g153260,
A08,16213695,16215166,+,BraA08g21250R,AT4G37790,2,U,Bo3g153210,
