Accession,Gene Length (bp)
BraA08g13870R,4345
BraA08g13880R,1780
BraA08g13890R,2479
BraA08g13900R,2285
BraA08g13910R,1595
BraA08g13920R,5609
BraA08g13930R,937
BraA08g13940R,7644
BraA08g13950R,335
BraA08g13960R,842
BraA08g13970R,9682
BraA08g13980R,3776
BraA08g13990R,2229
BraA08g14000R,1928
BraA08g14010R,448
BraA08g14020R,1111
BraA08g14030R,731
BraA08g14040R,2371
BraA08g14050R,5167
BraA08g14060R,3123
BraA08g14070R,1124
BraA08g14080R,719
BraA08g14090R,2369
BraA08g14100R,1167
BraA08g14110R,1467
BraA08g14120R,3659
BraA08g14130R,3781
BraA08g14140R,1035
BraA08g14150R,3629
BraA08g14160R,2275
BraA08g14170R,1484
BraA08g14180R,2580
BraA08g14190R,2514
BraA08g14200R,6141
BraA08g14210R,402
BraA08g14220R,756
BraA08g14230R,11907
BraA08g14240R,2974
BraA08g14250R,555
BraA08g14260R,1596
BraA08g14270R,205
BraA08g14280R,4020
BraA08g14290R,2185
BraA08g14300R,594
BraA08g14310R,6156
BraA08g14320R,591
BraA08g14330R,2005
BraA08g14340R,4710
BraA08g14350R,4839
BraA08g14360R,502
BraA08g14370R,1373
BraA08g14380R,2005
BraA08g14390R,360
BraA08g14400R,2983
BraA08g14410R,2561
BraA08g14420R,1830
BraA08g14430R,4521
BraA08g14440R,630
BraA08g14450R,385
BraA08g14460R,2595
BraA08g14470R,806
BraA08g14480R,1217
BraA08g14490R,4461
BraA08g14500R,4596
BraA08g14510R,1324
BraA08g14520R,12549
BraA08g14530R,1454
BraA08g14540R,1191
BraA08g14550R,8730
BraA08g14560R,5920
BraA08g14570R,765
BraA08g14580R,1453
BraA08g14590R,877
BraA08g14600R,1315
BraA08g14610R,216
BraA08g14620R,791
BraA08g14630R,6345
BraA08g14640R,1408
BraA08g14650R,1108
BraA08g14660R,1322
BraA08g14670R,1217
BraA08g14680R,8318
BraA08g14690R,2449
BraA08g14700R,6328
BraA08g14710R,6549
BraA08g14720R,1337
BraA08g14730R,1834
BraA08g14740R,1389
BraA08g14750R,2656
BraA08g14760R,733
BraA08g14770R,1699
BraA08g14780R,13767
BraA08g14790R,1562
BraA08g14800R,2045
BraA08g14810R,783
BraA08g14820R,1761
BraA08g14830R,3020
BraA08g14840R,497
BraA08g14850R,3728
BraA08g14860R,4223
BraA08g14870R,4214
BraA08g14880R,1799
BraA08g14890R,1825
BraA08g14900R,12358
BraA08g14910R,468
BraA08g14920R,1908
BraA08g14930R,1742
BraA08g14940R,3383
BraA08g14950R,2186
BraA08g14960R,264
BraA08g14970R,354
BraA08g14980R,6854
BraA08g14990R,1051
BraA08g15000R,956
BraA08g15010R,780
BraA08g15020R,371
BraA08g15030R,1018
BraA08g15040R,1021
BraA08g15050R,480
BraA08g15060R,8144
BraA08g15070R,1878
BraA08g15080R,2519
BraA08g15090R,1231
BraA08g15100R,1575
BraA08g15110R,11661
BraA08g15120R,10872
BraA08g15130R,1824
BraA08g15140R,3164
BraA08g15150R,988
BraA08g15160R,4168
BraA08g15170R,714
BraA08g15180R,3707
BraA08g15190R,1392
BraA08g15200R,2919
BraA08g15210R,3063
BraA08g15220R,370
BraA08g15230R,4271
BraA08g15240R,1586
BraA08g15250R,3418
BraA08g15260R,325
BraA08g15270R,1674
BraA08g15280R,4721
BraA08g15290R,9228
BraA08g15300R,2540
BraA08g15310R,741
BraA08g15320R,2483
BraA08g15330R,1043
BraA08g15340R,849
BraA08g15350R,1089
BraA08g15360R,1943
BraA08g15370R,2273
BraA08g15380R,2234
BraA08g15390R,5309
BraA08g15400R,2309
BraA08g15410R,2403
BraA08g15420R,3668
BraA08g15430R,3049
BraA08g15440R,735
BraA08g15450R,774
BraA08g15460R,746
BraA08g15470R,1919
BraA08g15480R,2802
BraA08g15490R,5037
BraA08g15500R,3168
BraA08g15510R,2032
BraA08g15520R,3052
BraA08g15530R,2786
BraA08g15540R,334
BraA08g15550R,575
BraA08g15560R,1466
BraA08g15570R,7756
BraA08g15580R,1019
BraA08g15590R,1607
BraA08g15600R,1849
BraA08g15610R,1082
BraA08g15620R,2772
BraA08g15630R,454
BraA08g15640R,1980
BraA08g15650R,1296
BraA08g15660R,1287
BraA08g15670R,957
BraA08g15680R,3319
BraA08g15690R,3928
BraA08g15700R,2131
BraA08g15710R,1835
BraA08g15720R,981
BraA08g15730R,1001
BraA08g15740R,2850
BraA08g15750R,1633
BraA08g15760R,560
BraA08g15770R,315
BraA08g15780R,315
BraA08g15790R,375
BraA08g15800R,1399
BraA08g15810R,2723
BraA08g15820R,894
BraA08g15830R,907
BraA08g15840R,1624
BraA08g15850R,1653
BraA08g15860R,1678
BraA08g15870R,3113
BraA08g15880R,4218
BraA08g15890R,1870
BraA08g15900R,1037
BraA08g15910R,4207
BraA08g15920R,1356
BraA08g15930R,4250
BraA08g15940R,2221
BraA08g15950R,786
BraA08g15960R,1580
BraA08g15970R,1715
BraA08g15980R,4456
BraA08g15990R,2904
BraA08g16000R,3164
BraA08g16010R,8962
BraA08g16020R,7608
BraA08g16030R,1585
BraA08g16040R,807
BraA08g16050R,3788
BraA08g16060R,524
BraA08g16070R,1720
BraA08g16080R,2549
BraA08g16090R,3152
BraA08g16100R,917
BraA08g16110R,2201
BraA08g16120R,3747
BraA08g16130R,3650
BraA08g16140R,4431
BraA08g16150R,12118
BraA08g16160R,704
BraA08g16170R,2206
BraA08g16180R,1452
BraA08g16190R,558
BraA08g16200R,4137
BraA08g16210R,1914
BraA08g16220R,3343
BraA08g16230R,3449
BraA08g16240R,3614
BraA08g16250R,775
BraA08g16260R,1558
BraA08g16270R,3406
BraA08g16280R,3105
BraA08g16290R,788
BraA08g16300R,1893
BraA08g16310R,2142
BraA08g16320R,790
BraA08g16330R,2215
BraA08g16340R,1227
BraA08g16350R,2050
BraA08g16360R,2230
BraA08g16370R,853
BraA08g16380R,1472
BraA08g16390R,1486
BraA08g16400R,16423
BraA08g16410R,8069
BraA08g16420R,2543
BraA08g16430R,4033
BraA08g16440R,513
BraA08g16450R,4743
BraA08g16460R,5940
BraA08g16470R,3974
BraA08g16480R,330
BraA08g16490R,1401
BraA08g16500R,1395
BraA08g16510R,4027
BraA08g16520R,291
BraA08g16530R,2889
BraA08g16540R,3281
BraA08g16550R,665
BraA08g16560R,1638
BraA08g16570R,1127
BraA08g16580R,1383
BraA08g16590R,3626
BraA08g16600R,9000
BraA08g16610R,2917
BraA08g16620R,2707
BraA08g16630R,3715
BraA08g16640R,1253
BraA08g16650R,500
BraA08g16660R,588
BraA08g16670R,3710
BraA08g16680R,265
BraA08g16690R,6750
BraA08g16700R,6424
BraA08g16710R,4812
BraA08g16720R,1760
BraA08g16730R,713
BraA08g16740R,6732
BraA08g16750R,492
BraA08g16760R,561
BraA08g16770R,1915
BraA08g16780R,693
BraA08g16790R,2946
BraA08g16800R,4376
BraA08g16810R,3024
BraA08g16820R,10642
BraA08g16830R,2028
BraA08g16840R,321
BraA08g16850R,321
BraA08g16860R,2021
BraA08g16870R,4148
BraA08g16880R,10959
BraA08g16890R,1678
BraA08g16900R,597
BraA08g16910R,604
BraA08g16920R,1062
BraA08g16930R,3205
BraA08g16940R,2059
BraA08g16950R,610
BraA08g16960R,3034
BraA08g16970R,3310
BraA08g16980R,5545
BraA08g16990R,2024
BraA08g17000R,1356
BraA08g17010R,1898
BraA08g17020R,3090
BraA08g17030R,1297
BraA08g17040R,3472
BraA08g17050R,3280
BraA08g17060R,506
BraA08g17070R,612
BraA08g17080R,3049
BraA08g17090R,1150
BraA08g17100R,2499
BraA08g17110R,2557
BraA08g17120R,2388
BraA08g17130R,6536
BraA08g17140R,1248
BraA08g17150R,6044
BraA08g17160R,2418
BraA08g17170R,1721
BraA08g17180R,2634
BraA08g17190R,2494
BraA08g17200R,829
BraA08g17210R,3499
BraA08g17220R,873
BraA08g17230R,2620
BraA08g17240R,10766
BraA08g17250R,1485
BraA08g17260R,4194
BraA08g17270R,303
BraA08g17280R,3071
BraA08g17290R,2113
BraA08g17300R,243
BraA08g17310R,2899
BraA08g17320R,2899
BraA08g17330R,4163
BraA08g17340R,3698
BraA08g17350R,1509
BraA08g17360R,1541
BraA08g17370R,3249
BraA08g17380R,2128
BraA08g17390R,1713
BraA08g17400R,2503
BraA08g17410R,990
BraA08g17420R,4609
BraA08g17430R,686
BraA08g17440R,1431
BraA08g17450R,2944
BraA08g17460R,3846
BraA08g17470R,4121
BraA08g17480R,1077
BraA08g17490R,2186
BraA08g17500R,2598
BraA08g17510R,1825
BraA08g17520R,1766
BraA08g17530R,375
BraA08g17540R,2778
BraA08g17550R,834
BraA08g17560R,2481
BraA08g17570R,613
BraA08g17580R,2215
BraA08g17590R,727
BraA08g17600R,2965
BraA08g17610R,2630
BraA08g17620R,592
BraA08g17630R,2351
BraA08g17640R,1748
BraA08g17650R,3289
BraA08g17660R,369
BraA08g17670R,273
BraA08g17680R,498
BraA08g17690R,7179
BraA08g17700R,1773
BraA08g17710R,2065
BraA08g17720R,1370
BraA08g17730R,805
BraA08g17740R,1806
BraA08g17750R,485
BraA08g17760R,8577
BraA08g17770R,4794
BraA08g17780R,2400
BraA08g17790R,462
BraA08g17800R,2807
BraA08g17810R,2618
BraA08g17820R,1749
BraA08g17830R,2273
BraA08g17840R,7659
BraA08g17850R,1299
BraA08g17860R,20991
BraA08g17870R,2447
BraA08g17880R,1318
BraA08g17890R,3247
BraA08g17900R,753
BraA08g17910R,228
BraA08g17920R,2828
BraA08g17930R,5987
BraA08g17940R,6042
BraA08g17950R,3532
BraA08g17960R,459
BraA08g17970R,3811
BraA08g17980R,2235
BraA08g17990R,3329
BraA08g18000R,1897
BraA08g18010R,2790
BraA08g18020R,387
BraA08g18030R,633
BraA08g18040R,1566
BraA08g18050R,1765
BraA08g18060R,1312
BraA08g18070R,1899
BraA08g18080R,1985
BraA08g18090R,2216
BraA08g18100R,2884
BraA08g18110R,2291
BraA08g18120R,8234
BraA08g18130R,525
BraA08g18140R,1358
BraA08g18150R,1613
BraA08g18160R,450
BraA08g18170R,15712
BraA08g18180R,2578
BraA08g18190R,3612
BraA08g18200R,3893
BraA08g18210R,543
BraA08g18220R,3249
BraA08g18230R,4956
BraA08g18240R,483
BraA08g18250R,6329
BraA08g18260R,2431
BraA08g18270R,2454
BraA08g18280R,1481
BraA08g18290R,433
BraA08g18300R,3314
BraA08g18310R,1110
BraA08g18320R,2739
BraA08g18330R,4323
BraA08g18340R,3382
BraA08g18350R,1241
BraA08g18360R,1724
BraA08g18370R,964
BraA08g18380R,8901
BraA08g18390R,1578
BraA08g18400R,3116
BraA08g18410R,441
BraA08g18420R,2356
BraA08g18430R,1350
BraA08g18440R,1631
BraA08g18450R,1609
BraA08g18460R,3995
BraA08g18470R,2217
BraA08g18480R,2452
BraA08g18490R,1235
BraA08g18500R,1276
BraA08g18510R,1197
BraA08g18520R,1416
BraA08g18530R,3026
BraA08g18540R,1164
BraA08g18550R,2969
BraA08g18560R,1899
BraA08g18570R,1688
BraA08g18580R,1050
BraA08g18590R,1607
BraA08g18600R,3599
BraA08g18610R,914
BraA08g18620R,3704
BraA08g18630R,1983
BraA08g18640R,1096
BraA08g18650R,2820
BraA08g18660R,528
BraA08g18670R,435
BraA08g18680R,694
BraA08g18690R,515
BraA08g18700R,456
BraA08g18710R,5548
BraA08g18720R,4027
BraA08g18730R,1257
BraA08g18740R,1065
BraA08g18750R,403
BraA08g18760R,1124
BraA08g18770R,339
BraA08g18780R,1727
BraA08g18790R,1762
BraA08g18800R,3000
BraA08g18810R,739
BraA08g18820R,3483
BraA08g18830R,1056
BraA08g18840R,1028
BraA08g18850R,2274
BraA08g18860R,2690
BraA08g18870R,3331
BraA08g18880R,1672
BraA08g18890R,2729
BraA08g18900R,12732
BraA08g18910R,1414
BraA08g18920R,462
BraA08g18930R,183
BraA08g18940R,5197
BraA08g18950R,219
BraA08g18960R,1656
BraA08g18970R,2361
BraA08g18980R,4187
BraA08g18990R,985
BraA08g19000R,2052
BraA08g19010R,450
BraA08g19020R,618
BraA08g19030R,2307
BraA08g19040R,1001
BraA08g19050R,430
BraA08g19060R,1486
BraA08g19070R,2525
BraA08g19080R,1046
BraA08g19090R,261
BraA08g19100R,3304
BraA08g19110R,822
BraA08g19120R,8854
BraA08g19130R,3102
BraA08g19140R,2546
BraA08g19150R,591
BraA08g19160R,3114
BraA08g19170R,1418
BraA08g19180R,987
BraA08g19190R,2826
BraA08g19200R,739
BraA08g19210R,2842
BraA08g19220R,9374
BraA08g19230R,2267
BraA08g19240R,2331
BraA08g19250R,9657
BraA08g19260R,1426
BraA08g19270R,1422
BraA08g19280R,204
BraA08g19290R,1380
BraA08g19300R,313
BraA08g19310R,14829
BraA08g19320R,2674
BraA08g19330R,303
BraA08g19340R,3063
BraA08g19350R,6174
BraA08g19360R,1748
BraA08g19370R,1940
BraA08g19380R,11099
BraA08g19390R,1269
BraA08g19400R,1086
BraA08g19410R,1690
BraA08g19420R,1934
BraA08g19430R,366
BraA08g19440R,1575
BraA08g19450R,4901
BraA08g19460R,3885
BraA08g19470R,1186
BraA08g19480R,1262
BraA08g19490R,1515
BraA08g19500R,982
BraA08g19510R,10457
BraA08g19520R,3116
BraA08g19530R,3024
BraA08g19540R,5909
BraA08g19550R,2788
BraA08g19560R,369
BraA08g19570R,3008
BraA08g19580R,1426
BraA08g19590R,2371
BraA08g19600R,2851
BraA08g19610R,2670
BraA08g19620R,3106
BraA08g19630R,771
BraA08g19640R,2050
BraA08g19650R,1375
BraA08g19660R,2006
BraA08g19670R,9076
BraA08g19680R,2465
BraA08g19690R,4201
BraA08g19700R,210
BraA08g19710R,1395
BraA08g19720R,1304
BraA08g19730R,915
BraA08g19740R,1585
BraA08g19750R,3199
BraA08g19760R,1659
BraA08g19770R,2216
BraA08g19780R,557
BraA08g19790R,1671
BraA08g19800R,1222
BraA08g19810R,1214
BraA08g19820R,3013
BraA08g19830R,3508
BraA08g19840R,722
BraA08g19850R,1312
BraA08g19860R,1000
BraA08g19870R,3953
BraA08g19880R,1629
BraA08g19890R,3400
BraA08g19900R,4849
BraA08g19910R,2172
BraA08g19920R,1633
BraA08g19930R,441
BraA08g19940R,2742
BraA08g19950R,3392
BraA08g19960R,2713
BraA08g19970R,21414
BraA08g19980R,4950
BraA08g19990R,3523
BraA08g20000R,1743
BraA08g20010R,2234
BraA08g20020R,3253
BraA08g20030R,1164
BraA08g20040R,17435
BraA08g20050R,3339
BraA08g20060R,4842
BraA08g20070R,810
BraA08g20080R,989
BraA08g20090R,1627
BraA08g20100R,916
BraA08g20110R,16092
BraA08g20120R,1553
BraA08g20130R,1976
BraA08g20140R,5165
BraA08g20150R,1071
BraA08g20160R,2246
BraA08g20170R,1748
BraA08g20180R,855
BraA08g20190R,4587
BraA08g20200R,294
BraA08g20210R,1947
BraA08g20220R,1305
BraA08g20230R,2162
BraA08g20240R,3912
BraA08g20250R,982
BraA08g20260R,582
BraA08g20270R,1491
BraA08g20280R,2380
BraA08g20290R,2118
BraA08g20300R,3994
BraA08g20310R,8261
BraA08g20320R,400
BraA08g20330R,1818
BraA08g20340R,1564
BraA08g20350R,1513
BraA08g20360R,482
BraA08g20370R,1715
BraA08g20380R,300
BraA08g20390R,258
BraA08g20400R,1303
BraA08g20410R,3419
BraA08g20420R,3777
BraA08g20430R,504
BraA08g20440R,1001
BraA08g20450R,2307
BraA08g20460R,1353
BraA08g20470R,1070
BraA08g20480R,600
BraA08g20490R,3224
BraA08g20500R,1687
BraA08g20510R,2814
BraA08g20520R,2975
BraA08g20530R,1365
BraA08g20540R,219
BraA08g20550R,311
BraA08g20560R,5288
BraA08g20570R,987
BraA08g20580R,865
BraA08g20590R,702
BraA08g20600R,4908
BraA08g20610R,3293
BraA08g20620R,9165
BraA08g20630R,369
BraA08g20640R,3734
BraA08g20650R,4592
BraA08g20660R,1013
BraA08g20670R,1690
BraA08g20680R,1285
BraA08g20690R,1028
BraA08g20700R,5823
BraA08g20710R,1285
BraA08g20720R,7345
BraA08g20730R,2073
BraA08g20740R,934
BraA08g20750R,2359
BraA08g20760R,1224
BraA08g20770R,3534
BraA08g20780R,3005
BraA08g20790R,2308
BraA08g20800R,3685
BraA08g20810R,1602
BraA08g20820R,3386
BraA08g20830R,1556
BraA08g20840R,1085
BraA08g20850R,785
BraA08g20860R,5376
BraA08g20870R,522
BraA08g20880R,4090
BraA08g20890R,2883
BraA08g20900R,231
BraA08g20910R,3403
BraA08g20920R,3420
BraA08g20930R,2358
BraA08g20940R,2914
BraA08g20950R,2522
BraA08g20960R,10062
BraA08g20970R,2002
BraA08g20980R,2090
BraA08g20990R,1022
BraA08g21000R,2266
BraA08g21010R,915
BraA08g21020R,1927
BraA08g21030R,378
BraA08g21040R,2014
BraA08g21050R,839
BraA08g21060R,3762
BraA08g21070R,1012
BraA08g21080R,1100
BraA08g21090R,1977
BraA08g21100R,2495
BraA08g21110R,1806
BraA08g21120R,2847
BraA08g21130R,2020
BraA08g21140R,3585
BraA08g21150R,1134
BraA08g21160R,1743
BraA08g21170R,5280
BraA08g21180R,1578
BraA08g21190R,564
BraA08g21200R,587
BraA08g21210R,361
BraA08g21220R,2918
BraA08g21230R,1145
BraA08g21240R,2041
BraA08g21250R,1472
BraA08g21260R,843
BraA08g21270R,2651
BraA08g21280R,3081
BraA08g21290R,2385
BraA08g21300R,1261
BraA08g21310R,1728
BraA08g21320R,3157
BraA08g21330R,2827
BraA08g21340R,3107
BraA08g21350R,4708
BraA08g21360R,3715
BraA08g21370R,11474
BraA08g21380R,2918
BraA08g21390R,7990
BraA08g21400R,1659
BraA08g21410R,7912
BraA08g21420R,3889
BraA08g21430R,1768
BraA08g21440R,3057
BraA08g21450R,1816
BraA08g21460R,1486
BraA08g21470R,2898
BraA08g21480R,813
BraA08g21490R,1543
BraA08g21500R,933
BraA08g21510R,1639
BraA08g21520R,965
BraA08g21530R,1885
BraA08g21540R,2566
BraA08g21550R,1677
BraA08g21560R,648
BraA08g21570R,617
BraA08g21580R,632
BraA08g21590R,2606
BraA08g21600R,350
BraA08g21610R,5564
BraA08g21620R,3889
BraA08g21630R,8513
BraA08g21640R,1344
BraA08g21650R,1824
BraA08g21660R,1344
BraA08g21670R,810
BraA08g21680R,2447
BraA08g21690R,4631
BraA08g21700R,947
BraA08g21710R,1847
BraA08g21720R,3024
BraA08g21730R,883
BraA08g21740R,888
BraA08g21750R,4654
BraA08g21760R,3497
BraA08g21770R,3968
BraA08g21780R,3795
BraA08g21790R,795
BraA08g21800R,6475
BraA08g21810R,3441
BraA08g21820R,1434
BraA08g21830R,1124
BraA08g21840R,13068
BraA08g21850R,936
BraA08g21860R,8338
BraA08g21870R,2725
BraA08g21880R,2810
BraA08g21890R,3563
BraA08g21900R,1941
BraA08g21910R,1365
BraA08g21920R,3226
BraA08g21930R,2337
BraA08g21940R,4465
BraA08g21950R,1884
BraA08g21960R,1470
BraA08g21970R,790
BraA08g21980R,2165
BraA08g21990R,1595
BraA08g22000R,1100
BraA08g22010R,579
BraA08g22020R,1611
BraA08g22030R,3487
BraA08g22040R,2966
BraA08g22050R,3520
BraA08g22060R,2516
BraA08g22070R,7034
BraA08g22080R,1852
BraA08g22090R,2133
BraA08g22100R,1344
BraA08g22110R,5340
BraA08g22120R,4129
BraA08g22130R,8733
BraA08g22140R,2458
BraA08g22150R,1492
BraA08g22160R,2244
BraA08g22170R,2026
BraA08g22180R,1164
BraA08g22190R,2700
BraA08g22200R,3509
BraA08g22210R,430
BraA08g22220R,1281
BraA08g22230R,2102
BraA08g22240R,2076
BraA08g22250R,1416
BraA08g22260R,2155
BraA08g22270R,2320
BraA08g22280R,2170
BraA08g22290R,519
BraA08g22300R,2527
BraA08g22310R,2044
BraA08g22320R,957
BraA08g22330R,1997
BraA08g22340R,3322
BraA08g22350R,2356
BraA08g22360R,2490
BraA08g22370R,1717
BraA08g22380R,8512
BraA08g22390R,1626
BraA08g22400R,4126
BraA08g22410R,10112
BraA08g22420R,3327
BraA08g22430R,3604
BraA08g22440R,2374
BraA08g22450R,3791
BraA08g22460R,5101
BraA08g22470R,8489
BraA08g22480R,463
BraA08g22490R,5099
BraA08g22500R,1926
BraA08g22510R,2551
BraA08g22520R,3158
BraA08g22530R,3571
BraA08g22540R,2193
BraA08g22550R,393
BraA08g22560R,2509
BraA08g22570R,3778
BraA08g22580R,2085
BraA08g22590R,372
BraA08g22600R,3442
BraA08g22610R,183
BraA08g22620R,1766
BraA08g22630R,4641
BraA08g22640R,4497
BraA08g22650R,3819
BraA08g22660R,4871
BraA08g22670R,2056
BraA08g22680R,7458
BraA08g22690R,4779
BraA08g22700R,1367
BraA08g22710R,9624
BraA08g22720R,1711
BraA08g22730R,9978
BraA08g22740R,1036
BraA08g22750R,3649
BraA08g22760R,5308
BraA08g22770R,1273
BraA08g22780R,3653
BraA08g22790R,2444
BraA08g22800R,2016
BraA08g22810R,9187
BraA08g22820R,3760
BraA08g22830R,6308
BraA08g22840R,1822
BraA08g22850R,2949
BraA08g22860R,2145
BraA08g22870R,829
BraA08g22880R,831
BraA08g22890R,2054
BraA08g22900R,2486
BraA08g22910R,1900
BraA08g22920R,2172
BraA08g22930R,6840
BraA08g22940R,1257
BraA08g22950R,423
BraA08g22960R,2914
BraA08g22970R,1152
BraA08g22980R,2760
BraA08g22990R,804
BraA08g23000R,4704
BraA08g23010R,1900
BraA08g23020R,4192
BraA08g23030R,4249
BraA08g23040R,7201
BraA08g23050R,8674
BraA08g23060R,6699
BraA08g23070R,2231
BraA08g23080R,3383
BraA08g23090R,7280
BraA08g23100R,256
BraA08g23110R,526
BraA08g23120R,3049
BraA08g23130R,3815
BraA08g23140R,417
BraA08g23150R,3260
BraA08g23160R,1342
BraA08g23170R,3659
BraA08g23180R,1952
BraA08g23190R,4171
BraA08g23200R,402
BraA08g23210R,2145
BraA08g23220R,2750
BraA08g23230R,3172
BraA08g23240R,1416
BraA08g23250R,321
BraA08g23260R,1730
BraA08g23270R,1575
BraA08g23280R,2857
BraA08g23290R,1400
BraA08g23300R,954
BraA08g23310R,516
BraA08g23320R,1434
BraA08g23330R,4594
BraA08g23340R,534
BraA08g23350R,1260
BraA08g23360R,1319
BraA08g23370R,3493
BraA08g23380R,3045
BraA08g23390R,2493
BraA08g23400R,654
BraA08g23410R,19363
BraA08g23420R,2389
BraA08g23430R,1893
BraA08g23440R,2510
BraA08g23450R,725
BraA08g23460R,957
BraA08g23470R,5148
BraA08g23480R,2383
BraA08g23490R,1252
BraA08g23500R,1893
BraA08g23510R,3772
BraA08g23520R,1556
BraA08g23530R,7158
BraA08g23540R,1644
BraA08g23550R,5398
BraA08g23560R,515
BraA08g23570R,12939
BraA08g23580R,423
BraA08g23590R,1146
BraA08g23600R,320
BraA08g23610R,3378
BraA08g23620R,1590
BraA08g23630R,1386
BraA08g23640R,3356
BraA08g23650R,515
BraA08g23660R,519
BraA08g23670R,1366
BraA08g23680R,5488
BraA08g23690R,1913
BraA08g23700R,684
BraA08g23710R,324
BraA08g23720R,3680
BraA08g23730R,1548
BraA08g23740R,959
BraA08g23750R,3175
BraA08g23760R,1560
BraA08g23770R,1779
BraA08g23780R,9656
BraA08g23790R,1400
BraA08g23800R,261
BraA08g23810R,409
BraA08g23820R,5365
BraA08g23830R,2015
BraA08g23840R,261
BraA08g23850R,711
BraA08g23860R,511
BraA08g23870R,402
BraA08g23880R,1530
BraA08g23890R,804
BraA08g23900R,978
BraA08g23910R,399
BraA08g23920R,705
BraA08g23930R,2285
BraA08g23940R,2976
BraA08g23950R,4594
BraA08g23960R,1306
BraA08g23970R,3447
BraA08g23980R,2353
BraA08g23990R,5164
BraA08g24000R,1078
BraA08g24010R,9136
BraA08g24020R,2951
BraA08g24030R,4723
BraA08g24040R,4470
BraA08g24050R,4957
BraA08g24060R,5022
BraA08g24070R,2365
BraA08g24080R,4709
BraA08g24090R,1366
BraA08g24100R,705
BraA08g24110R,1844
BraA08g24120R,3409
BraA08g24130R,1424
BraA08g24140R,4718
BraA08g24150R,1571
BraA08g24160R,2762
BraA08g24170R,2707
BraA08g24180R,2642
BraA08g24190R,1515
BraA08g24200R,11379
BraA08g24210R,1369
BraA08g24220R,5129
BraA08g24230R,1077
BraA08g24240R,6734
BraA08g24250R,3734
BraA08g24260R,2770
BraA08g24270R,786
BraA08g24280R,1588
BraA08g24290R,2790
BraA08g24300R,1542
BraA08g24310R,2962
BraA08g24320R,11442
BraA08g24330R,1218
BraA08g24340R,1341
BraA08g24350R,1390
BraA08g24360R,2507
BraA08g24370R,3408
BraA08g24380R,633
BraA08g24390R,2858
BraA08g24400R,11769
BraA08g24410R,9420
BraA08g24420R,1508
BraA08g24430R,1392
BraA08g24440R,1625
BraA08g24450R,7647
BraA08g24460R,3579
BraA08g24470R,4574
BraA08g24480R,354
BraA08g24490R,3668
BraA08g24500R,4211
BraA08g24510R,261
BraA08g24520R,255
BraA08g24530R,906
BraA08g24540R,1299
BraA08g24550R,5033
BraA08g24560R,222
BraA08g24570R,564
BraA08g24580R,636
BraA08g24590R,13195
BraA08g24600R,4810
BraA08g24610R,4240
BraA08g24620R,2646
BraA08g24630R,7644
BraA08g24640R,2851
BraA08g24650R,1786
BraA08g24660R,996
BraA08g24670R,1206
BraA08g24680R,3440
BraA08g24690R,1984
BraA08g24700R,3286
BraA08g24710R,447
BraA08g24720R,774
BraA08g24730R,2389
BraA08g24740R,3008
BraA08g24750R,1527
BraA08g24760R,2361
BraA08g24770R,1873
BraA08g24780R,1523
BraA08g24790R,1871
BraA08g24800R,3157
BraA08g24810R,3470
BraA08g24820R,2692
BraA08g24830R,3494
BraA08g24840R,1449
BraA08g24850R,2412
BraA08g24860R,3720
BraA08g24870R,5262
BraA08g24880R,1077
BraA08g24890R,2136
BraA08g24900R,2470
BraA08g24910R,1824
BraA08g24920R,2254
BraA08g24930R,3651
BraA08g24940R,2417
BraA08g24950R,3283
BraA08g24960R,2812
BraA08g24970R,360
BraA08g24980R,2846
BraA08g24990R,2910
BraA08g25000R,4183
BraA08g25010R,4987
BraA08g25020R,426
BraA08g25030R,1811
BraA08g25040R,2965
BraA08g25050R,1830
BraA08g25060R,591
BraA08g25070R,1728
BraA08g25080R,2925
BraA08g25090R,4116
BraA08g25100R,2029
BraA08g25110R,2996
BraA08g25120R,1594
BraA08g25130R,5007
BraA08g25140R,1868
BraA08g25150R,930
BraA08g25160R,987
BraA08g25170R,1678
BraA08g25180R,1232
BraA08g25190R,1654
BraA08g25200R,3695
BraA08g25210R,2226
BraA08g25220R,566
BraA08g25230R,9458
BraA08g25240R,4773
BraA08g25250R,1423
BraA08g25260R,2436
BraA08g25270R,901
BraA08g25280R,4196
BraA08g25290R,1659
BraA08g25300R,1556
BraA08g25310R,1057
BraA08g25320R,450
BraA08g25330R,906
BraA08g25340R,2994
BraA08g25350R,1226
BraA08g25360R,2806
BraA08g25370R,5094
BraA08g25380R,3532
BraA08g25390R,1628
BraA08g25400R,2024
BraA08g25410R,965
BraA08g25420R,516
BraA08g25430R,1281
BraA08g25440R,1873
BraA08g25450R,1535
BraA08g25460R,1438
BraA08g25470R,2542
BraA08g25480R,2559
BraA08g25490R,2103
BraA08g25500R,264
BraA08g25510R,4168
BraA08g25520R,2201
BraA08g25530R,1419
BraA08g25540R,3092
BraA08g25550R,12340
BraA08g25560R,837
BraA08g25570R,870
BraA08g25580R,2568
BraA08g25590R,784
BraA08g25600R,9175
BraA08g25610R,3464
BraA08g25620R,1773
BraA08g25630R,5664
BraA08g25640R,1114
BraA08g25650R,763
BraA08g25660R,243
BraA08g25670R,1017
BraA08g25680R,4031
BraA08g25690R,2323
BraA08g25700R,4926
BraA08g25710R,2406
BraA08g25720R,1528
